Gene,Description,De novo PTV Cases,De novo PTV Controls,De novo MisA Cases,De novo MisA Controls,De novo MisB Cases,De novo MisB Controls,DBS PTV Cases,DBS PTV controls,SWE PTV Cases,SWE PTV Controls,Transmitted,Untransmitted,Q‑Val
ENSG00000130810,peter pan homolog,0,0,0,0,0,0,0,0,0,0,0,0,0.87151
ENSG00000243207,PPAN-P2RY11 readthrough,0,0,0,0,0,0,0,0,0,0,1,0,0.87153
ENSG00000104804,TUB like protein 2,0,0,0,0,0,0,1,0,0,2,3,0,0.87155
ENSG00000198515,cyclic nucleotide gated channel subunit alpha 1,0,0,0,0,0,0,0,1,0,0,1,5,0.87156
ENSG00000007264,megakaryocyte-associated tyrosine kinase,0,0,0,0,0,0,0,0,0,0,0,2,0.87158
ENSG00000088727,kinesin family member 9,0,0,0,0,0,0,2,1,0,0,4,4,0.8716
ENSG00000159495,transglutaminase 7,0,0,0,0,0,0,0,0,0,0,1,1,0.87162
ENSG00000174776,WD repeat domain 49,0,0,0,0,0,0,0,0,0,3,1,3,0.87164
ENSG00000088876,zinc finger protein 343,0,0,0,0,0,0,1,0,0,1,4,1,0.87166
ENSG00000162592,coiled-coil domain containing 27,0,0,0,0,0,0,1,2,1,2,4,6,0.87168
ENSG00000116260,quiescin sulfhydryl oxidase 1,0,0,0,0,0,0,1,0,0,0,1,1,0.8717
ENSG00000074621,solute carrier family 24 member 1,0,0,0,0,0,0,2,0,0,0,2,1,0.87172
ENSG00000132205,elastin microfibril interfacer 2,0,0,0,0,0,0,3,7,0,0,3,4,0.87173
ENSG00000106868,sushi domain containing 1,0,0,0,0,0,0,3,0,1,4,6,4,0.87175
ENSG00000185792,NLR family pyrin domain containing 9,0,0,0,0,0,0,3,0,0,3,5,8,0.87177
ENSG00000079616,kinesin family member 22,0,0,0,0,0,0,0,2,0,0,2,1,0.87179
ENSG00000113555,protocadherin 12,0,0,0,0,0,0,1,4,0,0,1,6,0.87181
ENSG00000162129,caseinolytic mitochondrial matrix peptidase chaperone subunit B,0,0,0,0,0,0,0,0,0,1,0,1,0.87183
ENSG00000116266,syntaxin binding protein 3,0,0,0,0,0,0,0,0,0,1,0,0,0.87185
ENSG00000167634,NLR family pyrin domain containing 7,0,1,0,0,0,0,2,1,0,0,4,3,0.87187
ENSG00000174358,solute carrier family 6 member 19,0,0,0,0,0,0,2,0,0,1,2,2,0.87188
ENSG00000115275,mannosyl-oligosaccharide glucosidase,0,0,0,0,0,0,1,0,0,1,3,3,0.8719
ENSG00000177054,zinc finger DHHC-type palmitoyltransferase 13,0,0,0,0,0,0,1,3,0,4,4,1,0.87192
ENSG00000198842,"dual specificity phosphatase 27, atypical",0,0,0,0,0,0,4,1,0,1,5,5,0.87194
ENSG00000164619,BMP binding endothelial regulator,0,0,0,0,0,0,1,3,1,1,4,0,0.87196
ENSG00000276231,phosphoinositide-3-kinase regulatory subunit 6,0,0,0,0,0,0,1,1,1,4,4,6,0.87198
ENSG00000133835,hydroxysteroid 17-beta dehydrogenase 4,0,0,0,0,0,0,0,1,1,2,2,4,0.872
ENSG00000109832,DEAD-box helicase 25,0,0,0,0,0,0,0,1,0,1,2,2,0.87202
ENSG00000187889,FYN binding protein 2,0,0,0,0,0,0,0,0,2,2,1,2,0.87203
ENSG00000149260,calpain 5,0,0,0,0,0,0,0,2,1,2,2,2,0.87205
ENSG00000119535,colony stimulating factor 3 receptor,0,0,0,0,0,0,5,0,0,1,1,0,0.87207
ENSG00000162267,inter-alpha-trypsin inhibitor heavy chain 3,0,0,0,0,0,0,0,1,0,2,0,2,0.87209
ENSG00000198092,transmembrane serine protease 11F,0,0,0,0,0,0,0,1,3,4,1,1,0.87211
ENSG00000142102,protein-glucosylgalactosylhydroxylysine glucosidase,0,0,0,0,0,0,1,2,0,3,1,1,0.87213
ENSG00000184428,DNA topoisomerase I mitochondrial,0,0,0,0,0,0,0,0,1,2,4,3,0.87215
ENSG00000010270,STARD3 N-terminal like,0,0,0,0,0,0,2,0,0,0,0,1,0.87216
ENSG00000132600,protein arginine methyltransferase 7,0,0,0,0,0,0,0,3,0,0,1,3,0.87218
ENSG00000046604,desmoglein 2,0,0,0,0,0,0,0,0,0,1,3,2,0.8722
ENSG00000100889,"phosphoenolpyruvate carboxykinase 2, mitochondrial",0,0,0,0,0,0,3,4,0,2,4,2,0.87222
ENSG00000107521,HPS1 biogenesis of lysosomal organelles complex 3 subunit 1,0,0,0,0,0,0,1,2,0,4,4,2,0.87224
ENSG00000162437,"ribonucleoprotein, PTB binding 2",0,0,0,0,0,0,1,0,0,0,1,4,0.87226
ENSG00000169299,phosphoglucomutase 2,0,0,0,0,0,0,0,0,0,0,1,4,0.87228
ENSG00000050405,LIM domain and actin binding 1,0,0,0,0,0,0,0,1,0,2,3,2,0.87229
ENSG00000104611,SH2 domain containing 4A,0,0,0,0,0,0,2,1,0,1,2,0,0.87231
ENSG00000131746,tensin 4,0,0,0,0,0,0,0,1,0,1,2,1,0.87233
ENSG00000196187,transmembrane protein 63A,0,0,0,0,0,0,3,2,0,2,5,3,0.87235
ENSG00000117115,peptidyl arginine deiminase 2,0,0,0,0,0,0,0,1,0,0,6,3,0.87237
ENSG00000118094,trehalase,0,0,0,0,0,0,0,0,2,0,1,1,0.87239
ENSG00000160961,zinc finger protein 333,0,0,0,0,0,0,1,0,0,0,4,2,0.87241
ENSG00000143486,eukaryotic translation initiation factor 2D,0,0,0,0,0,0,0,1,0,0,3,1,0.87242
ENSG00000164610,RP9 pre-mRNA splicing factor,0,0,0,0,0,0,1,1,0,0,1,0,0.87244
ENSG00000160321,zinc finger protein 208,0,0,0,0,0,0,4,8,0,1,7,8,0.87246
ENSG00000156232,"WASP homolog associated with actin, golgi membranes and microtubules",0,0,0,0,0,0,1,0,0,1,1,1,0.87248
ENSG00000134755,desmocollin 2,0,0,0,0,0,0,0,0,0,0,2,2,0.8725
ENSG00000198732,SPARC related modular calcium binding 1,0,0,0,0,0,0,1,1,0,0,2,1,0.87252
ENSG00000137878,GRINL1A complex locus 1,0,0,0,0,0,0,0,0,0,0,0,0,0.87253
ENSG00000164574,polypeptide N-acetylgalactosaminyltransferase 10,0,0,0,0,0,0,2,2,0,0,3,4,0.87255
ENSG00000086232,eukaryotic translation initiation factor 2 alpha kinase 1,0,0,0,0,0,0,0,1,0,0,2,1,0.87257
ENSG00000168010,autophagy related 16 like 2,0,0,0,0,0,0,0,0,1,4,5,1,0.87259
ENSG00000111058,acyl-CoA synthetase short chain family member 3,0,0,0,0,0,0,1,1,0,1,3,5,0.87261
ENSG00000177106,EPS8 like 2,0,0,0,0,0,0,0,0,0,0,0,1,0.87263
ENSG00000155275,tRNA methyltransferase 44 homolog,0,0,0,0,0,0,3,2,1,6,3,9,0.87265
ENSG00000106290,TATA-box binding protein associated factor 6,0,0,0,0,0,0,1,4,0,0,2,1,0.87266
ENSG00000174227,phosphatidylinositol glycan anchor biosynthesis class G,0,0,0,0,0,0,2,3,0,4,3,1,0.87268
ENSG00000170615,solute carrier family 26 member 5,0,0,0,0,0,0,2,2,0,1,1,2,0.8727
ENSG00000135436,family with sequence similarity 186 member B,0,0,0,0,0,0,0,0,0,0,2,0,0.87272
ENSG00000163535,shugoshin 2,0,0,0,0,0,0,1,0,0,0,0,0,0.87274
ENSG00000010165,eEF1A lysine and N-terminal methyltransferase,0,0,0,0,0,0,0,0,2,1,3,2,0.87276
ENSG00000118217,activating transcription factor 6,0,0,0,0,0,0,1,0,0,0,1,3,0.87277
ENSG00000148180,gelsolin,0,0,0,0,0,0,1,0,0,0,4,1,0.87279
ENSG00000216937,coiled-coil domain containing 7,0,1,0,0,0,0,0,0,1,0,0,3,0.87281
ENSG00000167646,dynein axonemal assembly factor 3,0,0,0,0,0,0,0,0,0,1,2,2,0.87283
ENSG00000143847,PTPRF interacting protein alpha 4,0,0,0,0,0,0,1,0,1,0,0,1,0.87285
ENSG00000106018,vasoactive intestinal peptide receptor 2,0,0,0,0,0,0,1,2,1,1,4,2,0.87286
ENSG00000089053,anaphase promoting complex subunit 5,0,0,0,0,0,0,0,2,0,3,5,6,0.87288
ENSG00000103184,SEC14 like lipid binding 5,0,0,0,0,0,0,1,1,0,2,6,0,0.8729
ENSG00000100191,solute carrier family 5 member 4,0,0,0,0,0,0,0,1,0,0,3,3,0.87292
ENSG00000119203,cleavage and polyadenylation specific factor 3,0,0,0,0,0,0,0,1,0,1,2,1,0.87294
ENSG00000214842,RAD51 associated protein 2,0,0,0,0,0,0,0,0,0,0,0,1,0.87296
ENSG00000115750,"TATA-box binding protein associated factor, RNA polymerase I subunit B",0,0,0,0,0,0,2,2,0,1,5,8,0.87297
ENSG00000103310,zona pellucida glycoprotein 2,0,0,0,0,0,0,2,2,0,3,0,3,0.87299
ENSG00000165138,ankyrin repeat and sterile alpha motif domain containing 6,0,0,0,0,0,0,0,0,0,3,2,3,0.87301
ENSG00000131844,methylcrotonoyl-CoA carboxylase 2,0,0,0,0,0,0,1,0,0,1,3,5,0.87303
ENSG00000104320,nibrin,0,0,0,0,0,0,1,2,0,2,0,4,0.87305
ENSG00000173093,coiled-coil domain containing 63,0,0,0,0,0,0,0,1,0,1,2,3,0.87307
ENSG00000158169,FA complementation group C,0,0,0,0,0,0,2,2,0,1,8,2,0.87308
ENSG00000116711,phospholipase A2 group IVA,0,0,0,0,0,0,0,1,0,0,2,3,0.8731
ENSG00000180488,mitoguardin 1,0,0,0,0,0,0,2,2,0,2,1,4,0.87312
ENSG00000205560,carnitine palmitoyltransferase 1B,0,0,0,0,0,0,0,1,0,4,1,5,0.87314
ENSG00000240771,Rho guanine nucleotide exchange factor 25,0,0,0,0,0,0,2,2,0,4,3,2,0.87316
ENSG00000159063,"ALG8 alpha-1,3-glucosyltransferase",0,0,0,0,0,0,3,1,0,3,3,9,0.87317
ENSG00000113643,arginyl-tRNA synthetase 1,0,0,0,0,0,0,1,1,0,1,3,1,0.87319
ENSG00000105499,phospholipase A2 group IVC,0,0,0,0,0,0,0,0,0,1,4,2,0.87321
ENSG00000134283,periphilin 1,0,0,0,0,0,0,0,0,0,0,2,0,0.87323
ENSG00000166947,erythrocyte membrane protein band 4.2,0,0,0,0,0,0,0,0,0,1,3,2,0.87325
ENSG00000100304,tubulin tyrosine ligase like 12,0,0,0,0,0,0,1,0,0,1,1,5,0.87326
ENSG00000178773,copine 7,0,0,0,0,0,0,0,0,0,0,2,0,0.87328
ENSG00000136770,DnaJ heat shock protein family (Hsp40) member C1,0,0,0,0,0,0,2,0,2,6,3,0,0.8733
ENSG00000092201,"SPT16 homolog, facilitates chromatin remodeling subunit",0,0,0,0,1,1,1,1,0,0,1,0,0.87332
ENSG00000110811,prolyl 3-hydroxylase 3,0,0,0,0,0,0,1,1,0,1,4,3,0.87334
ENSG00000113262,glutamate metabotropic receptor 6,0,0,0,0,0,0,0,5,0,0,5,2,0.87336
ENSG00000119711,aldehyde dehydrogenase 6 family member A1,0,0,0,0,0,0,0,0,0,4,2,1,0.87337
ENSG00000144730,interleukin 17 receptor D,0,0,0,0,0,0,0,0,0,0,2,1,0.87339
ENSG00000185404,SP140 nuclear body protein like,0,0,0,0,0,0,2,1,3,1,3,4,0.87341
ENSG00000163521,galactosidase beta 1 like,0,1,0,0,0,0,5,3,1,2,1,2,0.87343
ENSG00000137713,protein phosphatase 2 scaffold subunit Abeta,0,0,0,0,0,0,0,2,0,2,7,5,0.87346
ENSG00000137251,tubulointerstitial nephritis antigen,0,0,0,0,0,0,3,3,0,3,5,3,0.87348
ENSG00000091137,solute carrier family 26 member 4,0,0,0,0,0,0,1,1,0,2,6,5,0.8735
ENSG00000149506,zona pellucida glycoprotein 1,0,1,0,0,0,0,0,0,0,2,6,6,0.87352
ENSG00000130363,radial spoke head 3,0,0,0,0,0,0,0,0,0,0,2,1,0.87353
ENSG00000139505,myotubularin related protein 6,0,0,0,0,0,0,0,0,0,1,1,1,0.87355
ENSG00000133116,klotho,0,0,0,0,0,0,1,0,1,0,1,1,0.87357
ENSG00000166140,zinc finger FYVE-type containing 19,0,0,0,0,0,0,0,0,0,0,6,4,0.87359
ENSG00000161905,arachidonate 15-lipoxygenase,0,0,0,0,0,0,3,4,1,3,9,4,0.87361
ENSG00000159461,autocrine motility factor receptor,0,0,0,0,0,0,0,0,0,0,0,0,0.87362
ENSG00000187583,pleckstrin homology domain containing N1,0,0,0,0,0,0,0,0,1,1,3,3,0.87364
ENSG00000074771,NADPH oxidase 3,0,0,0,0,0,0,3,1,1,5,2,4,0.87366
ENSG00000076344,regulator of G protein signaling 11,0,0,0,0,0,0,2,0,0,0,1,1,0.87368
ENSG00000101407,TELO2 interacting protein 1,0,0,0,0,0,0,0,0,0,0,5,1,0.8737
ENSG00000114480,"1,4-alpha-glucan branching enzyme 1",0,0,0,0,0,0,0,0,0,1,2,3,0.87371
ENSG00000080608,pumilio RNA binding family member 3,0,0,0,0,0,0,0,2,0,0,10,2,0.87373
ENSG00000171763,spermatogenesis associated 5 like 1,0,0,0,0,0,0,1,3,0,0,3,0,0.87375
ENSG00000100479,"DNA polymerase epsilon 2, accessory subunit",0,0,0,0,0,0,2,1,0,0,1,0,0.87377
ENSG00000005187,acyl-CoA synthetase medium chain family member 3,0,0,0,0,0,0,2,3,0,2,6,4,0.87379
ENSG00000065485,protein disulfide isomerase family A member 5,0,0,0,0,0,0,2,1,0,0,6,3,0.8738
ENSG00000102904,translin associated factor X interacting protein 1,0,0,0,0,0,0,3,0,0,0,3,7,0.87382
ENSG00000138686,Bardet-Biedl syndrome 7,0,0,0,0,0,0,1,0,1,3,4,0,0.87384
ENSG00000278053,DExD-box helicase 52,0,0,0,0,0,0,0,2,0,1,4,4,0.87386
ENSG00000170537,transmembrane channel like 7,0,0,0,0,0,0,0,3,0,0,2,1,0.87387
ENSG00000198756,collagen beta(1-O)galactosyltransferase 2,0,0,0,0,0,0,0,0,0,2,1,0,0.87389
ENSG00000177354,chromosome 10 open reading frame 71,0,0,0,0,0,0,0,0,0,0,1,1,0.87391
ENSG00000129484,poly(ADP-ribose) polymerase 2,0,0,0,0,0,0,3,4,0,1,2,1,0.87393
ENSG00000162069,BICD family like cargo adaptor 2,0,0,0,0,0,0,0,0,0,1,0,1,0.87395
ENSG00000162004,coiled-coil domain containing 78,0,0,0,0,0,0,0,0,0,0,0,4,0.87396
ENSG00000133067,leucine rich repeat containing G protein-coupled receptor 6,0,0,0,0,0,0,0,0,0,0,2,0,0.87398
ENSG00000089041,purinergic receptor P2X 7,0,0,0,0,0,0,2,1,0,0,1,5,0.874
ENSG00000148942,solute carrier family 5 member 12,0,0,0,0,0,0,0,1,1,0,1,3,0.87402
ENSG00000163071,spermatogenesis associated 18,0,0,0,0,0,0,0,0,0,3,1,0,0.87403
ENSG00000064692,synuclein alpha interacting protein,0,0,0,0,0,0,0,0,0,1,1,0,0.87405
ENSG00000163798,solute carrier family 4 member 1 adaptor protein,0,0,0,0,0,0,3,2,0,1,4,5,0.87407
ENSG00000101311,fermitin family member 1,0,0,0,0,0,0,0,2,0,0,1,2,0.87409
ENSG00000162542,transmembrane and coiled-coil domains 4,0,0,0,0,0,0,1,0,0,0,8,2,0.87411
ENSG00000205436,exocyst complex component 3 like 4,0,0,0,0,0,0,0,0,0,0,2,2,0.87412
ENSG00000183258,DEAD-box helicase 41,0,0,0,0,0,0,1,2,0,1,3,4,0.87414
ENSG00000112818,meprin A subunit alpha,0,0,0,0,0,0,0,0,0,1,2,3,0.87416
ENSG00000166743,acyl-CoA synthetase medium chain family member 1,0,0,0,0,0,0,1,2,1,4,4,3,0.87418
ENSG00000108784,N-acetyl-alpha-glucosaminidase,0,0,0,0,0,0,1,1,0,0,1,2,0.87419
ENSG00000066557,leucine rich repeat containing 40,0,0,0,0,0,0,0,0,1,1,2,2,0.87421
ENSG00000168743,nephronectin,0,0,0,0,0,0,4,1,0,5,0,3,0.87423
ENSG00000106125,MINDY lysine 48 deubiquitinase 4,0,0,0,0,0,0,1,3,0,5,3,5,0.87425
ENSG00000182923,centrosomal protein 63,0,0,0,0,0,0,5,4,0,4,3,5,0.87426
ENSG00000168724,DnaJ heat shock protein family (Hsp40) member C21,0,0,0,0,0,0,0,3,0,0,1,1,0.87428
ENSG00000152492,coiled-coil domain containing 50,0,0,0,0,0,0,2,3,0,4,3,0,0.8743
ENSG00000167619,transmembrane protein 145,0,0,0,0,0,0,2,2,0,0,1,1,0.87432
ENSG00000072778,acyl-CoA dehydrogenase very long chain,0,0,0,0,0,0,1,0,0,1,0,3,0.87433
ENSG00000115221,integrin subunit beta 6,0,0,0,0,0,0,5,5,0,2,7,6,0.87435
ENSG00000160185,ubiquitin associated and SH3 domain containing A,0,0,0,0,0,0,0,0,0,2,2,1,0.87437
ENSG00000163810,transglutaminase 4,0,0,0,0,0,0,1,0,1,2,3,4,0.87439
ENSG00000163453,insulin like growth factor binding protein 7,0,0,0,0,0,0,1,0,0,1,3,5,0.8744
ENSG00000171560,fibrinogen alpha chain,0,0,0,0,0,0,1,0,0,0,1,7,0.87442
ENSG00000116996,zona pellucida glycoprotein 4,0,0,0,0,0,0,2,0,0,0,2,2,0.87444
ENSG00000047621,chromosome 12 open reading frame 4,0,0,0,0,0,0,0,4,0,0,5,1,0.87446
ENSG00000168060,N-acetylated alpha-linked acidic dipeptidase like 1,0,0,0,0,0,0,1,0,1,0,3,3,0.87447
ENSG00000172361,cilia and flagella associated protein 53,0,0,0,0,0,0,2,0,0,4,6,4,0.87449
ENSG00000158863,family with sequence similarity 160 member B2,0,0,0,0,0,0,3,1,0,1,4,1,0.87451
ENSG00000131013,peptidylprolyl isomerase like 4,0,0,0,0,0,0,0,0,1,0,2,3,0.87453
ENSG00000172497,acyl-CoA thioesterase 12,0,0,0,0,0,0,1,0,1,4,7,5,0.87454
ENSG00000075643,molybdenum cofactor sulfurase,0,0,0,0,0,0,2,0,0,0,1,2,0.87456
ENSG00000112812,serine protease 16,0,0,0,0,0,0,0,1,0,0,1,0,0.87458
ENSG00000104755,ADAM metallopeptidase domain 2,0,0,0,0,0,0,0,0,0,1,6,5,0.8746
ENSG00000215009,acyl-CoA synthetase medium chain family member 4,0,0,0,0,0,0,2,1,0,0,8,4,0.87461
ENSG00000147324,malignant fibrous histiocytoma amplified sequence 1,0,0,0,0,0,0,1,0,0,1,0,0,0.87463
ENSG00000182472,calpain 12,0,0,0,0,0,0,0,0,0,0,7,4,0.87465
ENSG00000175894,thrombospondin type laminin G domain and EAR repeats,0,0,0,0,0,0,0,0,0,2,8,4,0.87467
ENSG00000049860,hexosaminidase subunit beta,0,0,0,0,0,0,1,0,0,1,3,4,0.87468
ENSG00000090612,zinc finger protein 268,0,0,0,0,0,0,1,1,1,1,1,2,0.8747
ENSG00000186994,KN motif and ankyrin repeat domains 3,0,0,0,0,0,0,0,0,0,0,0,0,0.87472
ENSG00000136250,acyloxyacyl hydrolase,0,0,0,0,0,0,0,2,0,0,3,0,0.87474
ENSG00000179593,arachidonate 15-lipoxygenase type B,0,0,0,0,0,0,0,0,0,1,2,3,0.87475
ENSG00000101251,SEL1L2 adaptor subunit of ERAD E3 ligase,0,0,0,0,0,0,2,3,0,0,2,0,0.87477
ENSG00000186448,zinc finger protein 197,0,0,0,0,0,0,4,2,0,3,3,4,0.87479
ENSG00000135931,armadillo repeat containing 9,0,0,0,0,0,0,0,1,1,1,1,2,0.87481
ENSG00000110002,von Willebrand factor A domain containing 5A,0,0,0,0,0,0,0,0,1,1,2,6,0.87482
ENSG00000174640,solute carrier organic anion transporter family member 2A1,0,0,0,0,0,0,0,0,1,0,2,1,0.87484
ENSG00000160505,NLR family pyrin domain containing 4,0,0,0,0,0,0,4,3,0,1,1,2,0.87486
ENSG00000086619,endoplasmic reticulum oxidoreductase 1 beta,0,0,0,0,0,0,1,0,0,0,5,0,0.87488
ENSG00000197150,ATP binding cassette subfamily B member 8,0,0,0,0,0,0,1,0,0,0,1,1,0.87489
ENSG00000143512,HHIP like 2,0,0,0,0,0,0,2,3,0,5,5,4,0.87491
ENSG00000150054,membrane palmitoylated protein 7,0,0,0,0,0,0,0,0,0,2,0,0,0.87493
ENSG00000059378,poly(ADP-ribose) polymerase family member 12,0,0,0,0,0,0,1,2,1,3,0,0,0.87494
ENSG00000174483,Bardet-Biedl syndrome 1,0,0,0,0,0,0,0,0,0,1,3,0,0.87496
ENSG00000161609,KASH domain containing 5,0,0,0,0,0,0,1,0,0,1,2,1,0.87498
ENSG00000225697,solute carrier family 26 member 6,0,0,0,0,0,0,3,1,0,1,4,2,0.875
ENSG00000042088,tyrosyl-DNA phosphodiesterase 1,0,0,0,0,0,0,2,5,1,2,3,3,0.87501
ENSG00000091138,solute carrier family 26 member 3,0,0,0,0,0,0,0,0,0,0,2,3,0.87503
ENSG00000149474,lysine acetyltransferase 14,0,0,0,0,0,0,1,2,0,2,3,5,0.87505
ENSG00000096093,EF-hand domain containing 1,0,0,0,0,0,0,1,4,0,1,5,2,0.87507
ENSG00000171595,dynein axonemal intermediate chain 2,0,0,0,0,0,0,2,0,0,6,6,3,0.87508
ENSG00000126773,pecanex 4,0,0,0,0,0,0,4,0,0,1,7,10,0.8751
ENSG00000065325,glucagon like peptide 2 receptor,0,0,0,0,0,0,0,0,1,0,2,2,0.87512
ENSG00000186510,chloride voltage-gated channel Ka,0,0,0,0,0,0,0,0,0,1,5,1,0.87513
ENSG00000144820,adhesion G protein-coupled receptor G7,0,0,0,0,0,0,2,0,0,1,5,1,0.87515
ENSG00000120262,coiled-coil domain containing 170,0,0,0,0,0,0,1,2,2,2,5,3,0.87517
ENSG00000115282,tetratricopeptide repeat domain 31,0,0,0,0,0,0,2,3,0,2,4,5,0.87519
ENSG00000206561,collagen like tail subunit of asymmetric acetylcholinesterase,0,0,0,0,0,0,0,2,0,1,3,5,0.8752
ENSG00000197415,ventricular zone expressed PH domain containing 1,0,0,0,0,0,0,2,4,0,3,2,7,0.87522
ENSG00000095321,carnitine O-acetyltransferase,0,0,0,0,0,0,0,0,0,0,1,1,0.87524
ENSG00000186628,fibronectin type III and SPRY domain containing 2,0,0,0,0,0,0,4,0,0,0,6,5,0.87525
ENSG00000084110,histidine ammonia-lyase,0,0,0,0,0,0,2,2,0,5,6,5,0.87527
ENSG00000100429,histone deacetylase 10,0,0,0,0,0,0,0,0,0,0,5,1,0.87529
ENSG00000134762,desmocollin 3,0,0,0,0,0,0,0,2,0,1,1,2,0.87531
ENSG00000141994,dihydrouridine synthase 3 like,0,0,0,0,0,0,0,0,0,0,6,0,0.87532
ENSG00000062038,cadherin 3,0,0,0,0,0,0,0,0,0,0,0,0,0.87534
ENSG00000125780,transglutaminase 3,0,0,0,0,0,0,1,3,1,1,4,4,0.87536
ENSG00000122550,kelch like family member 7,0,0,0,0,0,0,1,2,0,2,1,2,0.87537
ENSG00000111834,radial spoke head component 4A,0,1,0,0,0,0,0,1,1,1,3,5,0.87539
ENSG00000143369,extracellular matrix protein 1,0,0,0,0,0,0,2,1,0,3,0,0,0.87541
ENSG00000197863,zinc finger protein 790,0,0,0,0,0,0,1,1,0,2,7,5,0.87543
ENSG00000132854,KN motif and ankyrin repeat domains 4,0,0,0,0,0,0,1,1,0,0,5,3,0.87544
ENSG00000137574,trimethylguanosine synthase 1,0,0,0,0,0,0,0,0,0,1,2,1,0.87546
ENSG00000249158,protocadherin alpha 11,0,0,0,0,0,0,0,1,0,0,1,1,0.87548
ENSG00000091127,pseudouridine synthase 7,0,0,0,0,0,0,0,0,0,1,2,0,0.87549
ENSG00000154479,coiled-coil domain containing 173,0,0,0,0,0,0,0,0,0,0,4,2,0.87551
ENSG00000104835,"seryl-tRNA synthetase 2, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,1,0.87553
ENSG00000147316,microcephalin 1,0,0,0,0,0,0,2,4,1,0,5,4,0.87555
ENSG00000166435,X-ray radiation resistance associated 1,0,0,0,0,0,0,2,1,0,1,5,6,0.87556
ENSG00000158163,DAZ interacting zinc finger protein 1 like,0,0,0,0,0,0,1,3,0,0,1,2,0.87558
ENSG00000163689,CFAP20 domain containing,0,0,0,0,0,0,2,0,0,1,0,0,0.8756
ENSG00000276234,transcriptional adaptor 2A,0,0,0,0,0,0,1,0,0,3,4,3,0.87561
ENSG00000166262,family with sequence similarity 227 member B,0,0,0,0,0,0,1,0,0,0,1,2,0.87563
ENSG00000169696,"ASPSCR1 tether for SLC2A4, UBX domain containing",0,0,0,0,0,0,0,0,1,3,3,2,0.87565
ENSG00000091106,NLR family CARD domain containing 4,0,0,0,0,0,0,1,2,0,1,1,2,0.87566
ENSG00000138801,"3'-phosphoadenosine 5'-phosphosulfate synthase 1",0,0,0,0,0,0,1,1,0,1,2,1,0.87568
ENSG00000205221,vitrin,0,0,0,0,0,0,1,2,1,2,2,4,0.8757
ENSG00000197721,complement C3b/C4b receptor 1 like,0,0,0,0,0,0,0,0,0,1,2,3,0.87572
ENSG00000142765,synaptotagmin like 1,0,0,0,0,0,0,0,2,0,1,1,0,0.87573
ENSG00000197506,solute carrier family 28 member 3,0,0,0,0,0,0,2,0,1,3,6,3,0.87575
ENSG00000143036,solute carrier family 44 member 3,0,0,0,0,0,0,1,0,0,2,3,5,0.87577
ENSG00000213782,DEAD-box helicase 47,0,0,0,0,0,0,0,3,0,0,3,3,0.87578
ENSG00000196350,zinc finger protein 729,0,0,0,0,0,0,0,1,0,3,0,0,0.8758
ENSG00000181804,solute carrier family 9 member A9,0,0,0,0,0,0,0,0,0,0,5,7,0.87582
ENSG00000196646,zinc finger protein 136,0,0,0,0,0,0,0,0,0,0,0,3,0.87583
ENSG00000167419,lactoperoxidase,0,0,0,0,0,0,1,2,0,0,5,0,0.87585
ENSG00000132357,caspase recruitment domain family member 6,0,0,0,0,0,0,1,6,0,0,3,6,0.87587
ENSG00000164675,IQ motif and ubiquitin domain containing,0,0,0,0,0,0,0,0,0,0,3,1,0.87588
ENSG00000196505,ganglioside induced differentiation associated protein 2,0,0,0,0,0,0,1,2,0,3,1,1,0.8759
ENSG00000122012,synaptic vesicle glycoprotein 2C,0,0,0,0,0,0,1,0,0,0,0,2,0.87592
ENSG00000168619,ADAM metallopeptidase domain 18,0,1,0,0,0,0,2,1,0,1,1,2,0.87593
ENSG00000132781,mutY DNA glycosylase,0,0,0,0,0,0,0,0,0,0,1,1,0.87595
ENSG00000164116,guanylate cyclase 1 soluble subunit alpha 1,0,0,0,0,0,0,1,3,0,0,2,5,0.87597
ENSG00000074181,notch receptor 3,0,0,2,0,0,0,0,1,0,0,0,1,0.87599
ENSG00000184743,atlastin GTPase 3,0,0,0,0,0,0,0,1,1,0,0,0,0.876
ENSG00000138131,lysyl oxidase like 4,0,0,0,0,0,0,1,3,1,0,7,2,0.87602
ENSG00000205336,adhesion G protein-coupled receptor G1,0,0,0,0,0,0,3,3,0,0,0,1,0.87604
ENSG00000185522,lamin tail domain containing 2,0,0,0,0,0,0,0,0,0,0,2,1,0.87605
ENSG00000158062,UBX domain protein 11,0,0,0,0,0,0,1,0,0,0,4,1,0.87607
ENSG00000085760,mitochondrial translational initiation factor 2,0,0,0,0,0,0,0,3,1,0,5,1,0.87609
ENSG00000159708,leucine rich repeat containing 36,0,0,0,0,0,0,0,0,0,1,5,3,0.8761
ENSG00000070759,testis associated actin remodelling kinase 2,0,0,0,0,0,0,3,2,0,1,3,3,0.87612
ENSG00000159147,DNA replication fork stabilization factor DONSON,0,0,0,0,0,0,0,0,1,1,3,0,0.87614
ENSG00000153292,adhesion G protein-coupled receptor F1,0,0,0,0,0,0,2,2,0,0,2,3,0.87615
ENSG00000166839,ankyrin repeat and death domain containing 1A,0,0,0,0,0,0,1,1,0,2,5,4,0.87617
